LoadCell xo yo zo xrot yrot zrot xlin ylin zlin xmag ymag zmag xa1 ya1 za1 xa2 ya2 za2
50.00 0.00 0.00 0.00 0.12 -0.06 0.12 0.00 0.00 0.00 -10.25 15.75 -36.25 -0.05 0.88 9.50 0.00 0.00 0.00		
49.97 0.00 -0.37 -5.25 0.00 -0.19 0.12 -0.01 -0.03 -0.24 -10.56 15.75 -35.06 -0.08 0.86 9.51 -0.07 0.90 9.76		
49.95 0.00 -0.37 -5.25 -0.06 -0.25 -0.06 0.01 -0.02 -0.24 -11.00 16.19 -34.38 -0.05 0.87 9.52 -0.07 0.90 9.76		
49.93 0.00 -0.37 -5.25 0.00 0.19 0.06 0.00 -0.01 -0.25 -10.56 15.75 -33.88 -0.09 0.89 9.53 -0.07 0.90 9.76		
49.93 0.00 -0.37 -5.25 -0.12 0.06 0.00 0.02 0.00 -0.27 -10.25 16.56 -34.75 -0.04 0.90 9.48 -0.07 0.90 9.76		
49.90 0.00 -0.37 -5.25 -0.06 -0.12 0.12 0.00 -0.01 -0.24 -9.88 16.56 -33.19 -0.07 0.88 9.52 -0.07 0.90 9.76		
49.88 0.00 -0.37 -5.25 0.06 0.25 -0.19 0.00 -0.01 -0.25 -11.00 16.19 -33.19 -0.09 0.88 9.52 -0.07 0.90 9.76		
49.85 0.00 -0.37 -5.25 -0.06 0.12 0.00 0.00 -0.01 -0.25 -10.25 15.75 -34.38 -0.06 0.88 9.51 -0.07 0.90 9.76		
49.83 0.00 -0.37 -5.25 0.00 0.00 -0.06 -0.01 -0.04 -0.25 -9.88 16.56 -34.00 -0.08 0.85 9.50 -0.07 0.90 9.76		
49.83 0.00 -0.37 -5.25 -0.06 0.00 -0.06 0.01 -0.02 -0.24 -9.88 16.19 -34.38 -0.04 0.88 9.51 -0.07 0.90 9.76		
49.82 0.00 -0.37 -5.25 0.06 0.00 -0.06 0.00 -0.01 -0.25 -9.88 17.25 -34.75 -0.06 0.88 9.51 -0.07 0.90 9.76		
49.82 0.00 -0.37 -5.25 -0.12 -0.12 -0.06 0.00 -0.02 -0.25 -10.25 16.19 -34.75 -0.07 0.87 9.50 -0.07 0.90 9.76		
49.80 0.00 -0.37 -5.25 0.00 -0.06 0.06 0.00 -0.04 -0.22 -10.69 15.75 -34.75 -0.07 0.86 9.50 -0.07 0.90 9.76		
49.82 0.00 -0.37 -5.25 -0.06 0.19 0.00 0.00 -0.01 -0.24 -9.88 17.25 -34.00 -0.06 0.88 9.52 -0.07 0.90 9.76		
49.81 0.00 -0.37 -5.25 -0.19 0.00 0.06 -0.01 -0.02 -0.23 -10.25 16.19 -33.56 -0.08 0.87 9.52 -0.07 0.90 9.76		
49.80 0.00 -0.37 -5.25 -0.06 0.00 -0.06 0.00 -0.01 -0.25 -10.69 16.87 -34.75 -0.06 0.85 9.53 -0.07 0.90 9.76		
49.77 0.00 -0.37 -5.25 0.00 0.06 0.00 0.01 -0.01 -0.25 -10.69 16.19 -34.75 -0.05 0.89 9.50 -0.07 0.90 9.76		
49.74 0.00 -0.37 -5.25 -0.06 -0.06 -0.12 -0.02 -0.02 -0.21 -11.38 15.75 -34.00 -0.07 0.88 9.52 -0.07 0.90 9.76		
49.77 0.00 -0.37 -5.25 -0.06 0.00 0.00 0.00 -0.04 -0.25 -10.69 17.25 -34.00 -0.07 0.85 9.50 -0.07 0.90 9.76		
49.80 0.00 -0.37 -5.25 0.06 0.00 0.06 -0.01 -0.04 -0.20 -9.88 16.56 -34.00 -0.09 0.85 9.56 -0.07 0.90 9.76		
49.81 0.00 -0.37 -5.25 -0.12 0.19 0.06 0.00 -0.03 -0.25 -10.25 15.75 -34.75 -0.07 0.86 9.51 -0.07 0.90 9.76	
49.84 0.00 -0.37 -5.25 0.00 0.12 -0.06 0.00 -0.02 -0.23 -10.25 16.56 -34.75 -0.07 0.87 9.52 -0.07 0.90 9.76		
49.83 0.00 -0.37 -5.25 -0.06 -0.12 0.06 0.01 -0.01 -0.24 -11.00 15.75 -34.75 -0.05 0.89 9.51 -0.07 0.90 9.76		
49.83 0.00 -0.37 -5.25 0.00 0.06 0.06 0.00 -0.02 -0.24 -10.25 16.56 -35.19 -0.06 0.87 9.51 -0.07 0.90 9.76		
49.85 0.00 -0.37 -5.25 0.00 0.06 0.00 0.00 -0.02 -0.24 -10.69 15.75 -35.19 -0.07 0.87 9.51 -0.07 0.90 9.76		
49.88 0.00 -0.37 -5.25 0.12 -0.12 0.06 -0.01 -0.01 -0.21 -10.25 16.19 -34.38 -0.08 0.88 9.54 -0.07 0.90 9.76		
49.86 0.00 -0.37 -5.25 0.00 -0.19 0.00 0.00 -0.03 -0.26 -11.00 16.19 -34.38 -0.06 0.87 9.54 -0.07 0.90 9.76		
49.85 0.00 -0.37 -5.25 -0.12 -0.12 0.12 0.00 -0.04 -0.25 -10.69 15.75 -35.19 -0.07 0.85 9.50 -0.07 0.90 9.76		
49.85 0.00 -0.37 -5.25 0.06 0.00 0.00 0.00 -0.02 -0.25 -10.25 16.19 -34.38 -0.07 0.87 9.51 -0.07 0.90 9.76		
49.87 0.00 -0.37 -5.25 0.00 -0.06 0.06 -0.01 -0.04 -0.23 -10.25 15.38 -34.75 -0.08 0.85 9.53 -0.07 0.90 9.76		
49.89 0.00 -0.37 -5.25 -0.06 0.00 -0.06 -0.01 -0.02 -0.23 -10.69 15.75 -34.00 -0.08 0.87 9.52 -0.07 0.90 9.76		
49.89 0.00 -0.37 -5.25 -0.06 -0.06 0.00 0.00 -0.03 -0.21 -10.69 16.19 -34.38 -0.09 0.87 9.53 -0.07 0.90 9.76		
49.91 0.00 -0.37 -5.25 0.00 0.00 -0.06 0.02 -0.01 -0.25 -9.88 15.75 -33.56 -0.04 0.88 9.51 -0.07 0.90 9.76		
49.90 0.00 -0.37 -5.25 0.00 -0.25 0.06 0.00 -0.02 -0.24 -9.88 16.56 -34.38 -0.07 0.87 9.52 -0.07 0.90 9.76		
49.90 0.00 -0.37 -5.25 0.00 -0.06 0.00 0.00 -0.04 -0.25 -10.25 15.75 -35.19 -0.07 0.85 9.50 -0.07 0.90 9.76		
49.92 0.00 -0.37 -5.25 0.00 0.00 0.12 0.00 -0.01 -0.25 -11.00 15.06 -34.75 -0.07 0.88 9.51 -0.07 0.90 9.76		
49.90 0.00 -0.37 -5.25 -0.12 0.00 0.06 -0.01 -0.01 -0.23 -9.56 16.19 -35.19 -0.10 0.90 9.52 -0.07 0.90 9.76		
49.88 0.00 -0.37 -5.25 0.00 0.06 0.00 0.00 -0.02 -0.24 -9.56 15.38 -33.25 -0.07 0.87 9.52 -0.07 0.90 9.76		
49.87 0.00 -0.37 -5.25 -0.06 0.00 0.00 0.00 -0.03 -0.25 -8.75 15.75 -34.75 -0.07 0.86 9.50 -0.07 0.90 9.76		
49.86 0.00 -0.37 -5.25 0.06 -0.06 0.12 0.00 -0.02 -0.24 -10.25 16.19 -34.38 -0.07 0.85 9.53 -0.07 0.90 9.76		
49.88 0.00 -0.37 -5.25 0.12 0.06 -0.06 -0.01 -0.04 -0.26 -10.25 15.75 -35.19 -0.09 0.85 9.50 -0.07 0.90 9.76		
49.88 0.00 -0.37 -5.25 0.06 0.06 0.00 0.00 -0.02 -0.24 -10.69 16.56 -34.38 -0.07 0.87 9.52 -0.07 0.90 9.76	
49.86 0.00 -0.37 -5.25 0.06 0.12 0.06 -0.02 -0.02 -0.25 -10.69 15.75 -35.56 -0.10 0.87 9.50 -0.07 0.90 9.76		
49.85 0.00 -0.37 -5.25 0.12 0.00 0.00 0.00 -0.01 -0.25 -10.69 16.19 -34.75 -0.06 0.88 9.51 -0.07 0.90 9.76		
49.85 0.00 -0.37 -5.25 0.06 0.06 -0.06 0.00 -0.02 -0.24 -10.69 16.87 -33.25 -0.07 0.87 9.51 -0.07 0.90 9.76		
49.82 0.00 -0.37 -5.25 0.06 0.00 -0.06 0.00 -0.01 -0.25 -9.56 15.38 -34.38 -0.07 0.88 9.50 -0.07 0.90 9.76		
49.79 0.00 -0.37 -5.25 -0.06 -0.12 0.00 -0.01 -0.03 -0.23 -9.88 17.25 -34.00 -0.08 0.86 9.52 -0.07 0.90 9.76	
49.81 0.00 -0.37 -5.25 -0.12 -0.06 -0.06 -0.01 -0.01 -0.25 -10.69 16.19 -34.38 -0.06 0.87 9.51 -0.07 0.90 9.76		
