
Starting...
Startup is complete
***
Start calibration:
Place the load cell an a level stable surface.
Remove any load applied to the load cell.
Send 't' from serial monitor to set the tare offset.
Tare complete
Now, place your known mass on the loadcell.
Then send the weight of this mass (i.e. 100.0) from serial monitor.
Known mass is: 50.00
New calibration value has been set to: 109.10, use this as calibration value (calFactor) in your project sketch.
Save this value to EEPROM adress 0? y/n
Value 109.10 saved to EEPROM address: 0
End calibration
***
To re-calibrate, send 'r' from serial monitor.
For manual edit of the calibration value, send 'c' from serial monitor.
***
Orientation Sensor Test

loadCell: 50.00Orient:	|x= 0.00 	|y= 0.00 	|z= 0.00	Rot:	|x= 0.00 	|y= 0.06 	|z= 0.06	Linear:	|x= 0.00 	|y= 0.00 	|z= 0.00	Mag:	|x= -11.38 	|y= 15.06 	|z= -35.88	Accl:	|x= 0.00 	|y= 0.87 	|z= 9.51	Accl:	|x= 0.00 	|y= 0.00 	|z= 0.00		
loadCell: 50.00Orient:	|x= 360.00 	|y= 0.00 	|z= -5.19	Rot:	|x= 0.00 	|y= -0.12 	|z= 0.06	Linear:	|x= 0.01 	|y= -0.01 	|z= -0.24	Mag:	|x= -10.69 	|y= 16.87 	|z= -33.56	Accl:	|x= 0.01 	|y= 0.88 	|z= 9.51	Accl:	|x= 0.00 	|y= 0.89 	|z= 9.76		
loadCell: 50.03Orient:	|x= 360.00 	|y= 0.00 	|z= -5.19	Rot:	|x= -0.12 	|y= -0.25 	|z= 0.06	Linear:	|x= 0.00 	|y= -0.03 	|z= -0.24	Mag:	|x= -10.25 	|y= 16.19 	|z= -34.75	Accl:	|x= 0.00 	|y= 0.85 	|z= 9.52	Accl:	|x= 0.00 	|y= 0.89 	|z= 9.76		
loadCell: 50.00Orient:	|x= 360.00 	|y= 0.00 	|z= -5.19	Rot:	|x= -0.06 	|y= 0.06 	|z= 0.06	Linear:	|x= 0.00 	|y= -0.01 	|z= -0.23	Mag:	|x= -10.69 	|y= 16.56 	|z= -34.00	Accl:	|x= 0.00 	|y= 0.88 	|z= 9.53	Accl:	|x= 0.00 	|y= 0.89 	|z= 9.76		
loadCell: 49.98Orient:	|x= 359.94 	|y= 0.00 	|z= -5.19	Rot:	|x= 0.00 	|y= 0.12 	|z= 0.12	Linear:	|x= -0.02 	|y= -0.01 	|z= -0.23	Mag:	|x= -10.25 	|y= 16.19 	|z= -35.19	Accl:	|x= -0.01 	|y= 0.88 	|z= 9.52	Accl:	|x= 0.00 	|y= 0.89 	|z= 9.76		
loadCell: 49.95Orient:	|x= 359.94 	|y= 0.00 	|z= -5.19	Rot:	|x= 0.06 	|y= -0.25 	|z= 0.06	Linear:	|x= 0.01 	|y= -0.02 	|z= -0.25	Mag:	|x= -10.69 	|y= 16.19 	|z= -35.19	Accl:	|x= 0.01 	|y= 0.87 	|z= 9.51	Accl:	|x= 0.00 	|y= 0.89 	|z= 9.76		
loadCell: 49.95Orient:	|x= 359.94 	|y= 0.00 	|z= -5.19	Rot:	|x= -0.06 	|y= 0.06 	|z= -0.06	Linear:	|x= 0.00 	|y= -0.02 	|z= -0.26	Mag:	|x= -11.00 	|y= 15.38 	|z= -33.56	Accl:	|x= 0.00 	|y= 0.87 	|z= 9.50	Accl:	|x= 0.00 	|y= 0.89 	|z= 9.76		
loadCell: 49.94Orient:	|x= 359.94 	|y= 0.00 	|z= -5.19	Rot:	|x= -0.12 	|y= -0.06 	|z= 0.00	Linear:	|x= 0.00 	|y= -0.01 	|z= -0.23	Mag:	|x= -11.00 	|y= 16.56 	|z= -33.25	Accl:	|x= 0.00 	|y= 0.87 	|z= 9.52	Accl:	|x= 0.00 	|y= 0.89 	|z= 9.76		
loadCell: 49.95Orient:	|x= 359.94 	|y= 0.00 	|z= -5.19	Rot:	|x= 0.00 	|y= -0.25 	|z= 0.06	Linear:	|x= 0.00 	|y= -0.02 	|z= -0.25	Mag:	|x= -10.25 	|y= 16.19 	|z= -33.56	Accl:	|x= 0.00 	|y= 0.87 	|z= 9.50	Accl:	|x= 0.00 	|y= 0.89 	|z= 9.76		
loadCell: 49.96Orient:	|x= 359.94 	|y= 0.00 	|z= -5.19	Rot:	|x= -0.06 	|y= -0.06 	|z= 0.00	Linear:	|x= -0.01 	|y= 0.00 	|z= -0.23	Mag:	|x= -10.69 	|y= 16.19 	|z= -34.38	Accl:	|x= 0.00 	|y= 0.89 	|z= 9.53	Accl:	|x= 0.00 	|y= 0.89 	|z= 9.76		
loadCell: 49.97Orient:	|x= 359.94 	|y= 0.00 	|z= -5.19	Rot:	|x= -0.06 	|y= -0.12 	|z= 0.12	Linear:	|x= 0.00 	|y= -0.01 	|z= -0.23	Mag:	|x= -11.38 	|y= 16.56 	|z= -32.75	Accl:	|x= 0.00 	|y= 0.87 	|z= 9.49	Accl:	|x= 0.00 	|y= 0.89 	|z= 9.76		
