0.09 	|y= 0.86 	|z= 9.53	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.54Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.12 	|z= -0.06	Linear:	|x= -0.03 	|y= -0.03 	|z= -0.24	Mag:	|x= 1.50 	|y= 0.25 	|z= -18.50	Accl:	|x= 0.10 	|y= 0.86 	|z= 9.51	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.54Orient:	|x= 1.69 	|y= 0.0	Linear:	|x= -0.03 	Mag:	|x= 1.88 	|y= 		


	
= 0.75 	|z= -= 9.76		
	
Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.12 	|y= -0.19 	|z= 0.00	Linear:	|x= -0.03 	|y= -0.01 	|z= -0.23	Mag:	|x= 1.19 	|y= -0.75 	|z= -18.06	Accl:	|x= 0.10 	|y= 0.88 	|z= 9.52	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.54Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.06 	|y= 0.00 	|z= 0.00	Linear:	|x= -0.03 	|y= -0.01 	|z= -0.23	Mag:	|x= 1.88 	|y= 0.25 	|z= -18.87	Accl:	|x= 0.10 	|y= 0.88 	|z= 9.52	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.52Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.06 	|y= 0.06 	|z= 0.00	Linear:	|x= -0.04 	|y= -0.02 	|z= -0.23	Mag:	|x= 2.56 	|y= -0.50 	|z= -18.50	Accl:	|x= 0.09 	|y= 0.87 	|z= 9.53	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.49Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.06 	|z= 0.12	Linear:	|x= -0.02 	|y= 0.00 	|z= -0.25	Mag:	|x= 1.50 	|y= -0.75 	|z= -18.87	Accl:	|x= 0.11 	|y= 0.89 	|z= 9.50	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.48Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.00 	|z= 0.06	Linear:	|x= -0.04 	|y= -0.01 	|z= -0.24	Mag:	|x= 1.50 	|y= -1.19 	|z= -18.87	Accl:	|x= 0.09 	|y= 0.87 	|z= 9.50	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.49Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.06 	|z= -0.06	Linear:	|x= -0.03 	|y= 0.00 	|z= -0.23	Mag:	|x= 2.19 	|y= -0.50 	|z= -19.25	Accl:	|x= 0.10 	|y= 0.89 	|z= 9.52	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.48Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.06 	|z= -0.19	Linear:	|x= -0.02 	|y= -0.01 	|z= -0.21	Mag:	|x= 1.50 	|y= -0.06 	|z= -18.50	Accl:	|x= 0.11 	|y= 0.88 	|z= 9.55	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.47Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.12 	|z= 0.06	Linear:	|x= -0.04 	|y= -0.01 	|z= -0.23	Mag:	|x= 2.56 	|y= -0.50 	|z= -19.25	Accl:	|x= 0.08 	|y= 0.89 	|z= 9.47	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.46Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.00 	|z= -0.06	Linear:	|x= -0.05 	|y= -0.02 	|z= -0.25	Mag:	|x= 1.50 	|y= -0.50 	|z= -19.25	Accl:	|x= 0.07 	|y= 0.87 	|z= 9.50	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.45Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.00 	|z= -0.06	Linear:	|x= -0.05 	|y= -0.01 	|z= -0.24	Mag:	|x= 2.19 	|y= 0.25 	|z= -18.50	Accl:	|x= 0.08 	|y= 0.88 	|z= 9.51	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.47Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.06 	|y= 0.12 	|z= 0.06	Linear:	|x= -0.04 	|y= -0.01 	|z= -0.23	Mag:	|x= 1.50 	|y= -0.50 	|z= -18.50	Accl:	|x= 0.11 	|y= 0.89 	|z= 9.51	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.46Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.12 	|z= 0.00	Linear:	|x= -0.04 	|y= 0.00 	|z= -0.25	Mag:	|x= 1.50 	|y= -0.75 	|z= -20.37	Accl:	|x= 0.09 	|y= 0.89 	|z= 9.50	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.47Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.06 	|y= -0.12 	|z= 0.00	Linear:	|x= -0.03 	|y= -0.03 	|z= -0.24	Mag:	|x= 1.88 	|y= -1.19 	|z= -18.50	Accl:	|x= 0.10 	|y= 0.86 	|z= 9.51	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.47Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.06 	|z= -0.06	Linear:	|x= -0.04 	|y= -0.01 	|z= -0.21	Mag:	|x= 1.50 	|y= -0.50 	|z= -18.50	Accl:	|x= 0.09 	|y= 0.87 	|z= 9.54	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.50Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.00 	|z= -0.06	Linear:	|x= -0.04 	|y= 0.00 	|z= -0.25	Mag:	|x= 1.50 	|y= 0.25 	|z= -18.87	Accl:	|x= 0.09 	|y= 0.90 	|z= 9.50	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.50Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.06 	|y= 0.00 	|z= 0.06	Linear:	|x= -0.05 	|y= 0.00 	|z= -0.20	Mag:	|x= 1.88 	|y= 0.56 	|z= -18.87	Accl:	|x= 0.08 	|y= 0.89 	|z= 9.55	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.52Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.06 	|z= 0.00	Linear:	|x= -0.02 	|y= -0.01 	|z= -0.24	Mag:	|x= 1.88 	|y= -0.75 	|z= -19.25	Accl:	|x= 0.09 	|y= 0.88 	|z= 9.49	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.51Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.06 	|z= -0.06	Linear:	|x= -0.03 	|y= -0.01 	|z= -0.23	Mag:	|x= 1.50 	|y= -0.50 	|z= -18.87	Accl:	|x= 0.10 	|y= 0.88 	|z= 9.52	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.49Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.12 	|z= -0.12	Linear:	|x= -0.03 	|y= 0.00 	|z= -0.24	Mag:	|x= 1.19 	|y= -0.50 	|z= -19.25	Accl:	|x= 0.10 	|y= 0.89 	|z= 9.52	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.51Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.06 	|y= -0.19 	|z= 0.12	Linear:	|x= -0.03 	|y= -0.01 	|z= -0.22	Mag:	|x= 1.50 	|y= -0.75 	|z= -18.87	Accl:	|x= 0.06 	|y= 0.88 	|z= 9.52	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.54Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.06 	|z= -0.06	Linear:	|x= -0.05 	|y= -0.01 	|z= -0.26	Mag:	|x= 1.19 	|y= -0.50 	|z= -19.69	Accl:	|x= 0.08 	|y= 0.88 	|z= 9.50	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.55Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.06 	|z= -0.06	Linear:	|x= -0.05 	|y= -0.04 	|z= -0.23	Mag:	|x= 1.50 	|y= -0.50 	|z= -19.25	Accl:	|x= 0.08 	|y= 0.85 	|z= 9.53	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.53Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.12 	|z= -0.06	Linear:	|x= -0.04 	|y= 0.01 	|z= -0.23	Mag:	|x= 1.50 	|y= -0.50 	|z= -18.06	Accl:	|x= 0.09 	|y= 0.91 	|z= 9.52	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.51Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.06 	|y= 0.12 	|z= -0.12	Linear:	|x= -0.03 	|y= -0.02 	|z= -0.24	Mag:	|x= 2.19 	|y= -0.50 	|z= -18.87	Accl:	|x= 0.10 	|y= 0.87 	|z= 9.51	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.54Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.12 	|z= -0.12	Linear:	|x= -0.03 	|y= -0.02 	|z= -0.22	Mag:	|x= 1.88 	|y= -0.50 	|z= -19.25	Accl:	|x= 0.10 	|y= 0.87 	|z= 9.53	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
loadCell: 646.58Orient:	|x= 1.69 	|y= 0.75 	|z= -5.25	Rot:	|x= -0.12 	|y= 0.06 	|z= 0.06	Linear:	|x= -0.04 	|y= -0.02 	|z= -0.23	Mag:	|x= 1.19 	|y= -0.75 	|z= -19.69	Accl:	|x= 0.10 	|y= 0.87 	|z= 9.53	Accl:	|x= 0.13 	|y= 0.90 	|z= 9.76		
