
Starting...
Startup is complete
***
Start calibration:
Place the load cell an a level stable surface.
Remove any load applied to the load cell.
Send 't' from serial monitor to set the tare offset.
Tare complete
Now, place your known mass on the loadcell.
Then send the weight of this mass (i.e. 100.0) from serial monitor.
Known mass is: 3785.00
New calibration value has been set to: 111.84, use this as calibration value (calFactor) in your project sketch.
Save this value to EEPROM adress 0? y/n
Value 111.84 saved to EEPROM address: 0
End calibration
***
To re-calibrate, send 'r' from serial monitor.
For manual edit of the calibration value, send 'c' from serial monitor.
***
Orientation Sensor Test

loadCell: 3785.15Orient:	|x= 0.00 	|y= 0.00 	|z= 0.00	Rot:	|x= 0.00 	|y= 0.06 	|z= 0.06	Linear:	|x= 0.00 	|y= 0.00 	|z= 0.00	Mag:	|x= 0.75 	|y= -3.00 	|z= -34.56	Accl:	|x= 0.68 	|y= 0.86 	|z= 9.45	Accl:	|x= 0.00 	|y= 0.00 	|z= 0.00		
loadCell: 3785.33Orient:	|x= 360.00 	|y= 4.06 	|z= -5.25	Rot:	|x= -0.12 	|y= -0.25 	|z= 0.12	Linear:	|x= -0.01 	|y= -0.02 	|z= -0.24	Mag:	|x= 0.00 	|y= -2.56 	|z= -32.75	Accl:	|x= 0.68 	|y= 0.87 	|z= 9.49	Accl:	|x= 0.69 	|y= 0.89 	|z= 9.74		
loadCell: 3785.46Orient:	|x= 359.94 	|y= 4.06 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.31 	|z= 0.00	Linear:	|x= -0.01 	|y= -0.03 	|z= -0.26	Mag:	|x= 0.75 	|y= -2.56 	|z= -31.19	Accl:	|x= 0.67 	|y= 0.86 	|z= 9.47	Accl:	|x= 0.69 	|y= 0.89 	|z= 9.74		
loadCell: 3785.54Orient:	|x= 359.94 	|y= 4.06 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.06 	|z= 0.12	Linear:	|x= 0.00 	|y= -0.04 	|z= -0.25	Mag:	|x= 0.75 	|y= -1.88 	|z= -32.25	Accl:	|x= 0.68 	|y= 0.85 	|z= 9.48	Accl:	|x= 0.69 	|y= 0.89 	|z= 9.74		
loadCell: 3785.55Orient:	|x= 359.94 	|y= 4.06 	|z= -5.25	Rot:	|x= -0.12 	|y= 0.12 	|z= 0.00	Linear:	|x= -0.01 	|y= -0.02 	|z= -0.27	Mag:	|x= 0.37 	|y= -1.88 	|z= -32.75	Accl:	|x= 0.67 	|y= 0.87 	|z= 9.46	Accl:	|x= 0.69 	|y= 0.89 	|z= 9.74		
loadCell: 3785.46Orient:	|x= 359.94 	|y= 4.06 	|z= -5.25	Rot:	|x= 0.06 	|y= -0.19 	|z= 0.12	Linear:	|x= -0.01 	|y= -0.03 	|z= -0.25	Mag:	|x= 0.75 	|y= -3.00 	|z= -33.50	Accl:	|x= 0.67 	|y= 0.86 	|z= 9.49	Accl:	|x= 0.69 	|y= 0.89 	|z= 9.74		
loadCell: 3785.36Orient:	|x= 359.94 	|y= 4.06 	|z= -5.25	Rot:	|x= -0.12 	|y= -0.06 	|z= -0.06	Linear:	|x= -0.01 	|y= -0.04 	|z= -0.27	Mag:	|x= 0.37 	|y= -1.88 	|z= -32.00	Accl:	|x= 0.66 	|y= 0.86 	|z= 9.47	Accl:	|x= 0.69 	|y= 0.89 	|z= 9.74		
loadCell: 3785.21Orient:	|x= 359.94 	|y= 4.06 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.06 	|z= 0.00	Linear:	|x= 0.00 	|y= -0.01 	|z= -0.26	Mag:	|x= 0.00 	|y= -1.88 	|z= -31.19	Accl:	|x= 0.69 	|y= 0.88 	|z= 9.47	Accl:	|x= 0.69 	|y= 0.89 	|z= 9.74		
loadCell: 3785.07Orient:	|x= 359.94 	|y= 4.06 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.19 	|z= 0.00	Linear:	|x= -0.01 	|y= -0.04 	|z= -0.27	Mag:	|x= 0.75 	|y= -2.25 	|z= -32.00	Accl:	|x= 0.67 	|y= 0.85 	|z= 9.46	Accl:	|x= 0.69 	|y= 0.89 	|z= 9.74		
loadCell: 3784.96Orient:	|x= 359.94 	|y= 4.06 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.12 	|z= -0.06	Linear:	|x= -0.01 	|y= -0.02 	|z= -0.27	Mag:	|x= 0.00 	|y= -1.88 	|z= -32.00	Accl:	|x= 0.67 	|y= 0.87 	|z= 9.46	Accl:	|x= 0.69 	|y= 0.89 	|z= 9.74		
loadCell: 3784.93Orient:	|x= 359.94 	|y= 4.06 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.00 	|z= 0.25	Linear:	|x= 0.00 	|y= -0.02 	|z= -0.27	Mag:	|x= 1.06 	|y= -2.25 	|z= -31.19	Accl:	|x= 0.68 	|y= 0.87 	|z= 9.46	Accl:	|x= 0.69 	|y= 0.89 	|z= 9.74		
